"Activity.Type","Date","Title","Distance","Time","Avg.HR","Avg.Pace"
"Running",2024-03-14 06:10:22,"Westwood Running",4.71,"00:25:17",134,"5:22"
"Running",2022-06-08 18:19:42,"Hollywood Running",1.35,"00:06:28.3",152,"4:48"
"Running",2024-04-12 16:22:56,"Westwood Running",10.24,"00:51:17",158,"5:00"
"Running",2022-12-24 06:08:06,"Hollywood Running",22.15,"01:55:33",139,"5:13"
"Running",2023-03-31 17:20:18,"Westwood Running",4.98,"00:23:23",164,"4:42"
"Running",2023-02-03 17:17:35,"Hollywood Running",5.01,"00:25:28",162,"5:05"
"Running",2023-12-12 13:23:15,"Hollywood Running",4.95,"00:25:41",155,"5:11"
"Running",2024-01-31 16:21:23,"Westwood Running",4.94,"00:24:32",152,"4:58"
"Running",2024-11-08 08:05:38,"Westwood Running",5.01,"00:26:27",158,"5:17"
"Running",2021-06-11 18:33:52,"Hollywood Running",4.3,"00:20:27",160,"4:45"
"Running",2022-06-15 18:14:18,"Hollywood Running",2.17,"00:11:28",146,"5:17"
"Running",2025-03-21 16:37:08,"Westwood Running",6.08,"00:29:18",148,"4:49"
"Running",2023-06-22 08:27:17,"Westwood Running",6.28,"00:32:57",147,"5:15"
"Running",2022-03-02 14:57:57,"Westwood Running",6.15,"00:31:28",141,"5:07"
"Running",2022-10-16 06:20:43,"Hollywood Running",21.19,"01:55:46",131,"5:28"
"Running",2020-03-23 06:16:22,"Hollywood Running",7.36,"00:37:37",151,"5:07"
"Running",2023-06-20 09:16:33,"Hollywood Running",4.8,"00:26:43",132,"5:34"
"Running",2022-02-16 06:14:42,"Hollywood Running",5.59,"00:30:01",135,"5:22"
"Running",2023-01-27 18:00:19,"Westwood Running",5.01,"00:26:33",145,"5:18"
"Running",2025-05-25 07:01:47,"Hollywood Running",21.11,"01:57:24",153,"5:34"
"Running",2024-02-26 08:05:10,"Westwood Running",5.61,"00:30:05",144,"5:22"
"Running",2023-10-09 15:35:59,"Westwood Running",5.04,"00:27:00",143,"5:22"
"Running",2024-11-10 07:09:36,"Hollywood Running",14.51,"01:23:09",147,"5:44"
"Running",2022-10-07 08:42:48,"Hollywood Running",5.59,"00:27:58",155,"5:00"
"Running",2024-08-12 06:51:02,"Westwood Running",5,"00:27:23",142,"5:29"
"Running",2022-10-18 08:43:12,"Hollywood Running",6.12,"00:30:06",157,"4:55"
"Running",2022-06-01 06:50:12,"Hollywood Running",10.23,"00:52:47",150,"5:10"
"Running",2021-12-27 07:07:21,"Hollywood Running",13.73,"01:13:01",145,"5:19"
"Running",2024-01-15 17:32:34,"Hollywood Running",5.01,"00:25:50",141,"5:10"
"Running",2024-01-23 17:16:58,"Hollywood Running",1.64,"00:08:21.8",145,"5:06"
"Running",2024-12-10 06:42:14,"Hollywood Running",5.01,"00:27:18",139,"5:27"
"Running",2022-05-06 06:15:33,"Hollywood Running",4.91,"00:24:57",149,"5:05"
"Running",2020-10-09 17:27:39,"Hollywood Running",4.69,"00:22:31",157,"4:48"
"Running",2024-06-12 16:01:09,"Hollywood Running",5.01,"00:26:30",150,"5:17"
"Running",2025-02-15 09:01:07,"Westwood Running",5.02,"00:19:32",176,"3:53"
"Running",2020-09-20 07:14:45,"Westwood Running",9.34,"00:51:13",156,"5:29"
"Running",2024-09-05 17:58:43,"Hollywood Running",5.02,"00:23:45",152,"4:44"
"Running",2025-10-30 07:23:36,"Westwood Running",5.78,"00:28:59",154,"5:01"
"Running",2024-11-01 06:38:26,"Westwood Running",5.01,"00:27:44",133,"5:32"
"Running",2024-11-27 17:22:27,"Westwood Running",5.01,"00:26:06",144,"5:12"
"Running",2022-06-28 17:26:32,"Hollywood Running",4.33,"00:23:08",137,"5:20"
"Running",2023-09-01 06:11:29,"Westwood Running",5.03,"00:26:16",140,"5:13"
"Running",2024-12-10 16:00:15,"Westwood Running",5.03,"00:25:57",142,"5:10"
"Running",2022-07-05 08:37:10,"Westwood Running",5.56,"00:29:40",146,"5:20"
"Running",2023-08-05 09:01:55,"Hollywood Running",5,"00:20:22",165,"4:04"
"Running",2024-02-09 06:14:25,"Hollywood Running",5.58,"00:30:02",135,"5:23"
"Running",2022-05-29 06:12:04,"Hollywood Running",22.5,"02:00:53",146,"5:22"
"Running",2020-09-02 17:27:52,"Hollywood Running",4.98,"00:24:02",159,"4:50"
"Running",2024-05-01 06:05:44,"Westwood Running",5.83,"00:30:54",156,"5:18"
"Running",2021-09-19 07:05:16,"Hollywood Running",17.43,"01:39:48",133,"5:43"
"Running",2021-08-22 07:00:51,"Hollywood Running",21.11,"01:49:06",154,"5:10"
"Running",2025-01-20 17:36:38,"Westwood Running",5,"00:25:24",145,"5:05"
"Running",2024-02-26 15:45:05,"Hollywood Running",4.92,"00:25:44",146,"5:14"
"Running",2022-11-21 08:19:39,"Westwood Running",7.92,"00:42:18",154,"5:20"
"Running",2022-04-06 18:20:00,"Hollywood Running",1.48,"00:07:08.6",154,"4:50"
"Running",2020-02-12 06:17:38,"Westwood Running",5.59,"00:28:51",166,"5:10"
"Running",2025-04-02 17:39:26,"Westwood Running",5.01,"00:24:08",146,"4:49"
"Running",2023-02-15 09:42:15,"Hollywood Running",4.6,"00:24:05",143,"5:14"
"Running",2025-04-30 17:46:39,"Hollywood Running",5.01,"00:26:38",137,"5:19"
"Running",2024-06-19 06:08:03,"Westwood Running",5.01,"00:28:24",132,"5:40"
"Running",2024-12-13 08:01:24,"Westwood Running",5,"00:25:59",145,"5:12"
"Running",2024-06-01 08:29:37,"Westwood Running",3.53,"00:19:03",142,"5:24"
"Running",2022-11-28 15:02:21,"Westwood Running",5.58,"00:27:59",149,"5:01"
"Running",2021-01-15 17:16:01,"Hollywood Running",6.88,"00:32:35",155,"4:44"
"Running",2025-02-28 16:41:56,"Westwood Running",5.01,"00:24:56",142,"4:58"
"Running",2022-12-01 05:45:57,"Hollywood Running",7.37,"00:38:16",152,"5:11"
"Running",2023-11-09 06:14:21,"Hollywood Running",5.61,"00:29:21",144,"5:14"
"Running",2021-10-05 17:41:05,"Westwood Running",5.05,"00:24:06",170,"4:46"
"Running",2024-08-10 09:24:56,"Westwood Running",3.47,"00:18:52",156,"5:26"
"Running",2025-10-12 07:45:22,"Hollywood Running",10.01,"00:57:57",132,"5:47"
"Running",2022-08-03 18:13:35,"Westwood Running",2.04,"00:10:16",156,"5:02"
"Running",2023-03-03 06:07:35,"Westwood Running",4.96,"00:25:42",159,"5:11"
"Running",2021-03-24 06:03:33,"Hollywood Running",4.58,"00:22:05",151,"4:50"
"Running",2023-12-26 06:44:34,"Hollywood Running",10.62,"00:57:51",135,"5:27"
"Running",2024-11-13 06:36:18,"Westwood Running",5,"00:24:23",166,"4:52"
"Running",2021-09-05 07:03:56,"Hollywood Running",15.39,"01:15:20",173,"4:54"
"Running",2025-04-16 06:42:25,"Hollywood Running",16.29,"01:22:02",133,"5:02"
"Running",2023-06-16 06:12:16,"Hollywood Running",4.66,"00:25:32",133,"5:29"
"Running",2024-01-24 06:11:59,"Hollywood Running",5.62,"00:29:41",154,"5:17"
"Running",2020-04-08 06:32:30,"Hollywood Running",8.98,"00:45:49",164,"5:06"
"Running",2023-02-27 12:30:51,"Hollywood Running",4.64,"00:24:28",154,"5:16"
"Running",2023-06-28 06:12:53,"Westwood Running",4.34,"00:24:02",137,"5:32"
"Running",2025-02-24 17:27:16,"Hollywood Running",5.02,"00:25:44",147,"5:08"
"Running",2023-07-03 08:41:12,"Westwood Running",5.6,"00:28:32",147,"5:06"
"Running",2024-05-16 06:13:28,"Hollywood Running",4.7,"00:27:02",140,"5:45"
"Running",2021-07-16 06:02:29,"Hollywood Running",4.61,"00:22:05",154,"4:47"
"Running",2022-01-19 08:42:54,"Westwood Running",6.2,"00:31:56",144,"5:09"
"Running",2024-05-01 15:46:00,"Westwood Running",5.02,"00:26:33",139,"5:18"
"Running",2023-12-28 06:34:49,"Westwood Running",10.68,"00:59:54",131,"5:37"
"Running",2024-01-31 06:13:14,"Westwood Running",5.62,"00:30:20",145,"5:24"
"Running",2022-12-06 05:38:33,"Hollywood Running",14.97,"01:18:59",146,"5:17"
"Running",2022-12-26 07:20:31,"Hollywood Running",8.64,"00:46:06",144,"5:20"
"Running",2023-06-16 18:00:55,"Hollywood Running",5.14,"00:27:43",152,"5:24"
"Running",2021-07-27 17:17:58,"Hollywood Running",5,"00:23:41",158,"4:44"
"Running",2024-08-17 09:24:39,"Westwood Running",3.46,"00:18:10",154,"5:15"
"Running",2024-11-23 08:15:07,"Hollywood Running",21.52,"01:51:18",162,"5:10"
"Running",2024-02-22 16:33:57,"Hollywood Running",5.57,"00:27:51",147,"5:00"
"Running",2025-05-11 06:53:39,"Hollywood Running",13.31,"01:15:02",146,"5:38"
