"Activity.Type","Date","Title","Distance","Time","Avg.HR","Avg.Pace"
"Running",2024-03-13 06:10:08,"Hollywood Running",5.62,"00:29:50",98,"5:18"
"Running",2024-01-12 18:14:49,"Hollywood Running",5.57,"00:28:42",155,"5:09"
"Running",2021-09-23 06:12:26,"Westwood Running",4.94,"00:27:30",148,"5:34"
"Running",2024-02-11 06:17:42,"Hollywood Running",30.06,"02:45:39",137,"5:31"
"Running",2025-09-15 06:31:07,"Hollywood Running",5.05,"00:28:29",128,"5:38"
"Running",2023-09-17 06:20:21,"Westwood Running",21.14,"02:01:30",133,"5:45"
"Running",2025-03-04 18:20:07,"Hollywood Running",5.02,"00:25:52",152,"5:09"
"Running",2024-07-28 06:31:08,"Hollywood Running",25.09,"02:20:22",135,"5:36"
"Running",2023-05-05 08:46:23,"Hollywood Running",5.39,"00:28:28",135,"5:17"
"Running",2020-06-11 06:29:56,"Hollywood Running",5.86,"00:30:26",160,"5:12"
"Running",2021-09-22 18:34:01,"Hollywood Running",1.4,"00:06:06.1",152,"4:21"
"Running",2022-02-02 18:33:25,"Hollywood Running",1.43,"00:06:50.1",154,"4:47"
"Running",2023-11-26 06:37:18,"Hollywood Running",22.36,"02:05:20",145,"5:36"
"Running",2022-09-26 08:42:05,"Westwood Running",6.18,"00:30:36",143,"4:57"
"Running",2023-07-27 15:34:11,"Hollywood Running",4.99,"00:25:11",126,"5:03"
"Running",2025-07-31 06:56:13,"Hollywood Running",10,"00:49:52",142,"4:59"
"Running",2023-10-24 17:31:36,"Hollywood Running",5.01,"00:25:17",147,"5:03"
"Running",2020-04-17 06:19:22,"Hollywood Running",10.05,"00:52:06",149,"5:11"
"Running",2025-01-05 07:17:58,"Hollywood Running",21.08,"01:58:20",142,"5:37"
"Running",2023-05-15 06:05:08,"Westwood Running",14.71,"01:26:22",137,"5:52"
"Running",2020-04-12 07:38:16,"Westwood Running",4.67,"00:23:23",145,"5:00"
"Running",2021-02-19 10:38:55,"Hollywood Running",6.47,"00:33:05",155,"5:07"
"Running",2024-10-02 17:17:40,"Westwood Running",4.99,"00:25:22",150,"5:05"
"Running",2022-11-15 05:57:17,"Hollywood Running",21.72,"01:54:45",136,"5:17"
"Running",2021-01-17 09:04:20,"Hollywood Running",16.59,"01:25:11",156,"5:08"
"Running",2023-08-08 17:19:06,"Hollywood Running",1.67,"00:08:12.7",137,"4:56"
"Running",2023-12-22 06:22:27,"Westwood Running",5.63,"00:30:29",150,"5:25"
"Running",2020-02-10 17:34:49,"Westwood Running",5.59,"00:27:24",139,"4:54"
"Running",2025-02-11 11:56:21,"Westwood Running",9.17,"00:44:22",140,"4:50"
"Running",2024-10-18 16:51:55,"Westwood Running",5.01,"00:24:48",154,"4:57"
"Running",2023-11-14 06:14:29,"Hollywood Running",5.58,"00:30:03",144,"5:23"
"Running",2022-08-22 06:09:49,"Hollywood Running",4.35,"00:22:24",154,"5:09"
"Running",2024-11-08 16:38:23,"Westwood Running",5.01,"00:25:41",154,"5:08"
"Running",2022-09-28 06:06:28,"Hollywood Running",4.46,"00:24:09",135,"5:25"
"Running",2025-05-27 06:20:37,"Hollywood Running",5.03,"00:27:53",140,"5:33"
"Running",2025-06-13 16:49:49,"Westwood Running",5.1,"00:25:51",139,"5:04"
"Running",2025-11-15 09:26:14,"Hollywood Running",3.51,"00:18:36",148,"5:18"
"Running",2022-10-07 17:16:12,"Westwood Running",4.97,"00:24:34",140,"4:57"
"Running",2023-05-19 08:41:48,"Hollywood Running",6.1,"00:31:11",147,"5:07"
"Running",2023-01-31 08:42:05,"Hollywood Running",6.04,"00:31:42",146,"5:15"
"Running",2024-10-11 16:55:38,"Hollywood Running",5.01,"00:25:01",144,"4:59"
"Running",2020-05-17 07:08:14,"Hollywood Running",15.12,"01:19:54",167,"5:17"
"Running",2025-11-02 06:56:03,"Westwood Running",22.23,"01:57:23",153,"5:17"
"Running",2025-01-22 18:08:01,"Westwood Running",9.52,"00:44:28",170,"4:40"
"Running",2022-08-28 06:31:19,"Westwood Running",22.86,"01:59:34",152,"5:14"
"Running",2022-09-27 08:42:52,"Westwood Running",6.23,"00:30:07",159,"4:50"
"Running",2022-05-18 18:17:21,"Hollywood Running",1.63,"00:07:31.2",152,"4:37"
"Running",2024-02-09 17:14:39,"Westwood Running",5.6,"00:27:12",153,"4:51"
"Running",2025-05-01 06:32:00,"Hollywood Running",5.01,"00:27:11",142,"5:25"
"Running",2023-06-09 06:07:11,"Westwood Running",4.28,"00:23:13",143,"5:26"
"Running",2021-10-05 09:41:08,"Westwood Running",4.6,"00:25:00",149,"5:26"
"Running",2021-11-10 18:23:32,"Hollywood Running",2.38,"00:11:06",151,"4:40"
"Running",2024-06-15 09:26:56,"Westwood Running",3.49,"00:19:44",155,"5:39"
"Running",2022-02-08 08:44:21,"Hollywood Running",5.54,"00:27:44",146,"5:01"
"Running",2022-03-25 06:06:57,"Westwood Running",9.86,"00:52:25",157,"5:19"
"Running",2024-09-29 06:40:50,"Hollywood Running",23.91,"02:14:07",129,"5:37"
"Running",2022-05-12 08:45:03,"Hollywood Running",5.8,"00:29:17",159,"5:03"
"Running",2021-11-12 17:39:16,"Westwood Running",5.59,"00:27:29",144,"4:55"
"Running",2024-09-09 17:28:30,"Hollywood Running",5.02,"00:27:33",146,"5:30"
"Running",2025-03-26 05:37:46,"Westwood Running",12.28,"00:58:50",159,"4:47"
"Running",2022-09-23 06:12:29,"Westwood Running",4.51,"00:23:40",156,"5:15"
"Running",2024-10-10 15:51:40,"Hollywood Running",7.29,"00:38:14",144,"5:15"
"Running",2023-07-12 17:33:37,"Hollywood Running",5.03,"00:23:57",158,"4:46"
"Running",2021-08-27 17:17:02,"Hollywood Running",5.37,"00:25:18",152,"4:43"
"Running",2024-02-06 06:16:55,"Hollywood Running",5.66,"00:30:04",138,"5:19"
"Running",2025-05-28 16:57:04,"Westwood Running",5.02,"00:27:01",148,"5:23"
"Running",2024-07-29 06:17:52,"Westwood Running",5,"00:27:58",134,"5:36"
"Running",2025-08-01 17:10:02,"Westwood Running",10.12,"00:51:10",145,"5:03"
"Running",2023-06-14 06:10:25,"Westwood Running",4.61,"00:24:50",126,"5:23"
"Running",2020-04-29 16:18:42,"Westwood Running",4.68,"00:22:08",140,"4:44"
"Running",2020-02-03 07:12:16,"Westwood Running",10.77,"01:07:47",154,"6:18"
"Running",2023-10-07 09:26:19,"Westwood Running",1,"00:05:17.5",167,"5:18"
"Running",2025-09-03 17:50:31,"Westwood Running",5.08,"00:25:57",156,"5:07"
"Running",2022-08-05 06:12:37,"Hollywood Running",11.85,"01:01:10",144,"5:10"
"Running",2022-09-09 06:16:47,"Hollywood Running",4.94,"00:24:55",148,"5:03"
"Running",2021-09-26 06:42:27,"Westwood Running",13.93,"01:21:57",142,"5:53"
"Running",2023-11-04 09:03:46,"Hollywood Running",4.94,"00:20:09",174,"4:05"
"Running",2023-05-23 08:44:06,"Hollywood Running",6.19,"00:31:57",140,"5:10"
"Running",2021-04-21 09:47:35,"Westwood Running",5.35,"00:26:09",168,"4:53"
"Running",2025-09-02 06:32:16,"Westwood Running",5.06,"00:25:06",140,"4:58"
"Running",2025-10-22 06:36:43,"Westwood Running",5.01,"00:27:53",128,"5:34"
"Running",2022-05-27 17:48:07,"Westwood Running",5.33,"00:26:30",160,"4:58"
"Running",2022-07-29 17:28:34,"Hollywood Running",5.93,"00:29:43",132,"5:01"
"Running",2021-06-13 05:30:20,"Westwood Running",28,"02:24:33",161,"5:10"
"Running",2023-05-10 06:10:30,"Hollywood Running",4.67,"00:25:09",140,"5:23"
"Running",2025-12-08 16:35:55,"Westwood Running",8.77,"00:46:14",152,"5:16"
"Running",2024-07-26 17:53:17,"Westwood Running",5.97,"00:31:27",136,"5:16"
"Running",2023-02-23 06:23:12,"Westwood Running",21.64,"01:53:51",155,"5:16"
"Running",2020-10-21 17:22:32,"Hollywood Running",5.53,"00:27:06",171,"4:54"
"Running",2025-02-02 09:05:43,"Westwood Running",21.12,"01:28:39",172,"4:12"
"Running",2024-03-22 17:09:55,"Hollywood Running",5.03,"00:26:18",142,"5:14"
"Running",2023-03-21 08:40:00,"Westwood Running",6.22,"00:31:16",144,"5:01"
"Running",2023-06-25 08:30:52,"Hollywood Running",21.1,"01:37:54",167,"4:38"
"Running",2024-01-26 06:14:43,"Hollywood Running",4.97,"00:27:34",148,"5:33"
"Running",2020-07-14 06:54:32,"Westwood Running",6.35,"00:32:24",155,"5:06"
"Running",2024-01-18 06:22:14,"Westwood Running",4.96,"00:25:37",146,"5:10"
"Running",2024-09-19 17:28:21,"Hollywood Running",5,"00:24:26",161,"4:53"
"Running",2023-06-12 08:40:48,"Hollywood Running",6.13,"00:33:15",154,"5:26"
"Running",2020-02-14 06:19:30,"Hollywood Running",5.58,"00:28:34",159,"5:07"
"Running",2024-08-21 17:40:20,"Westwood Running",5,"00:26:30",131,"5:18"
"Running",2022-03-10 15:14:29,"Hollywood Running",4.02,"00:20:56",137,"5:12"
"Running",2025-11-19 06:42:44,"Hollywood Running",5.01,"00:27:52",137,"5:34"
"Running",2023-08-27 15:10:36,"Hollywood Running",14.42,"01:10:25",169,"4:53"
"Running",2022-09-14 06:21:22,"Hollywood Running",4.56,"00:24:29",161,"5:22"
"Running",2022-06-17 17:47:48,"Westwood Running",6.94,"00:36:47",139,"5:18"
"Running",2024-04-02 17:19:44,"Hollywood Running",5.04,"00:26:09",148,"5:12"
"Running",2023-08-30 06:00:58,"Hollywood Running",5.58,"00:28:56",139,"5:11"
"Running",2021-04-28 06:12:23,"Hollywood Running",4.55,"00:22:54",158,"5:02"
"Running",2021-12-17 18:03:13,"Hollywood Running",5,"00:22:50",155,"4:34"
"Running",2022-01-28 17:44:34,"Westwood Running",4.97,"00:25:10",142,"5:04"
"Running",2024-01-15 06:15:23,"Westwood Running",4.93,"00:26:59",154,"5:29"
"Running",2025-11-09 07:48:13,"Hollywood Running",21.26,"02:09:02",124,"6:04"
"Running",2023-06-15 17:00:04,"Hollywood Running",12.18,"01:03:31",148,"5:13"
"Running",2022-08-20 06:34:18,"Westwood Running",21.13,"01:48:45",156,"5:09"
"Running",2025-12-12 14:04:35,"Hollywood Running",8.75,"00:44:39",152,"5:06"
"Running",2023-11-16 16:12:41,"Westwood Running",5.55,"00:29:06",155,"5:14"
"Running",2023-12-06 06:13:31,"Westwood Running",5.6,"00:30:20",151,"5:25"
"Running",2024-05-13 17:55:20,"Hollywood Running",5.01,"00:25:17",154,"5:03"
"Running",2020-09-09 06:12:54,"Westwood Running",4.91,"00:24:39",164,"5:01"
"Running",2020-06-07 06:52:39,"Hollywood Running",10.54,"00:55:52",165,"5:18"
"Running",2022-11-09 18:20:10,"Hollywood Running",1.77,"00:08:01.8",93,"4:32"
"Running",2021-10-31 05:37:36,"Hollywood Running",13.42,"01:11:58",139,"5:22"
"Running",2023-01-10 08:28:42,"Hollywood Running",4.97,"00:26:35",156,"5:21"
"Running",2023-07-10 06:13:44,"Westwood Running",4.57,"00:24:23",148,"5:20"
"Running",2021-10-20 06:13:14,"Hollywood Running",5.58,"00:29:55",153,"5:21"
"Running",2021-04-04 06:55:31,"Westwood Running",15.04,"01:20:06",140,"5:19"
"Running",2024-11-14 06:24:43,"Hollywood Running",10.64,"00:57:57",145,"5:27"
"Running",2024-09-14 06:56:23,"Hollywood Running",14.32,"01:17:00",147,"5:23"
"Running",2022-03-30 06:30:02,"Westwood Running",4.95,"00:25:03",149,"5:04"
"Running",2022-04-28 15:03:32,"Westwood Running",5.53,"00:28:20",149,"5:07"
"Running",2022-03-30 14:08:57,"Hollywood Running",5.45,"00:26:45",160,"4:55"
"Running",2024-01-05 07:02:03,"Westwood Running",10.64,"00:54:49",156,"5:09"
"Running",2025-06-16 17:31:28,"Westwood Running",5.05,"00:28:29",137,"5:38"
"Running",2022-09-06 17:31:57,"Westwood Running",6.13,"00:27:53",158,"4:33"
"Running",2020-04-28 06:45:52,"Hollywood Running",4.66,"00:24:18",147,"5:13"
"Running",2021-09-08 17:36:01,"Hollywood Running",5.35,"00:25:32",173,"4:47"
"Running",2024-10-30 06:22:44,"Hollywood Running",5.01,"00:26:56",139,"5:22"
"Running",2022-12-11 09:46:45,"Hollywood Running",27.01,"02:27:11",149,"5:27"
"Running",2020-12-16 18:06:37,"Westwood Running",5.6,"00:25:51",159,"4:37"
"Running",2021-10-12 17:19:12,"Westwood Running",5.04,"00:26:39",150,"5:17"
"Running",2025-07-21 17:11:01,"Westwood Running",11.68,"00:58:46",146,"5:02"
"Running",2024-11-09 09:23:18,"Hollywood Running",0.68,"00:03:27.5",160,"5:05"
"Running",2023-09-30 09:02:33,"Hollywood Running",5.01,"00:19:51",181,"3:58"
"Running",2023-01-06 17:20:23,"Westwood Running",5.56,"00:26:03",153,"4:41"
"Running",2022-09-26 15:05:08,"Hollywood Running",5.58,"00:27:20",157,"4:54"
"Running",2023-07-24 06:14:38,"Hollywood Running",4.8,"00:25:30",130,"5:19"
"Running",2022-01-18 17:27:39,"Westwood Running",5.58,"00:26:35",158,"4:46"
"Running",2024-05-02 06:10:46,"Hollywood Running",5.34,"00:30:13",134,"5:40"
"Running",2023-05-09 08:10:50,"Hollywood Running",6.67,"00:36:06",147,"5:25"
"Running",2025-01-27 06:16:48,"Hollywood Running",5.01,"00:27:40",132,"5:31"
"Running",2022-06-02 07:08:16,"Westwood Running",10.54,"00:55:36",147,"5:17"
"Running",2023-04-28 06:18:27,"Hollywood Running",4.58,"00:24:56",145,"5:26"
"Running",2021-09-08 06:06:01,"Hollywood Running",4.43,"00:21:52",166,"4:56"
"Running",2021-12-17 05:42:46,"Hollywood Running",4.96,"00:25:26",156,"5:08"
"Running",2023-07-14 06:18:00,"Westwood Running",4.3,"00:23:07",145,"5:23"
"Running",2024-04-14 06:22:17,"Hollywood Running",21.19,"01:58:45",147,"5:36"
"Running",2022-05-17 06:15:29,"Westwood Running",4.58,"00:23:58",156,"5:14"
"Running",2022-08-24 18:19:46,"Hollywood Running",5.05,"00:25:25",137,"5:02"
"Running",2023-07-16 06:16:44,"Hollywood Running",21.16,"01:55:48",130,"5:28"
"Running",2023-01-01 05:49:45,"Westwood Running",26.76,"02:20:49",156,"5:16"
"Running",2021-09-10 17:35:41,"Hollywood Running",4.94,"00:24:19",165,"4:55"
"Running",2025-02-16 06:38:44,"Westwood Running",35.1,"03:13:39",131,"5:31"
"Running",2024-04-29 06:11:21,"Hollywood Running",4.7,"00:25:05",147,"5:20"
"Running",2025-06-20 16:40:12,"Hollywood Running",5.08,"00:25:43",146,"5:04"
"Running",2025-05-18 09:41:47,"Hollywood Running",42.4,"03:32:33",168,"5:01"
"Running",2025-11-13 11:41:11,"Westwood Running",11.06,"00:53:02",161,"4:48"
"Running",2025-03-31 06:31:42,"Hollywood Running",5.04,"00:28:24",143,"5:38"
"Running",2020-08-21 17:17:55,"Hollywood Running",5.02,"00:24:22",157,"4:51"
"Running",2023-07-10 18:42:16,"Westwood Running",4.33,"00:21:29",146,"4:58"
"Running",2021-07-16 17:43:10,"Hollywood Running",5.42,"00:26:44",171,"4:56"
"Running",2022-02-09 08:41:46,"Hollywood Running",6.15,"00:31:35",137,"5:08"
"Running",2023-03-08 08:39:49,"Hollywood Running",6.03,"00:32:46",155,"5:26"
"Running",2025-01-28 17:38:30,"Westwood Running",8.8,"00:42:34",158,"4:50"
"Running",2024-02-20 06:13:32,"Westwood Running",5.7,"00:30:17",140,"5:19"
"Running",2021-03-21 06:36:08,"Westwood Running",21.26,"01:44:38",163,"4:55"
"Running",2022-10-03 17:51:12,"Westwood Running",8.15,"00:40:12",147,"4:56"
"Running",2022-09-27 17:33:11,"Hollywood Running",5.04,"00:24:02",148,"4:46"
"Running",2021-09-17 06:13:19,"Hollywood Running",4.95,"00:26:49",152,"5:25"
"Running",2023-10-27 06:14:18,"Hollywood Running",5.02,"00:26:09",141,"5:13"
"Running",2024-11-06 16:57:48,"Westwood Running",5.03,"00:26:37",151,"5:17"
"Running",2023-01-30 08:42:00,"Hollywood Running",6.06,"00:32:13",160,"5:19"
"Running",2023-11-05 06:18:37,"Westwood Running",22.25,"02:04:35",136,"5:36"
"Running",2025-10-21 06:45:31,"Hollywood Running",5.01,"00:27:07",128,"5:25"
"Running",2025-02-19 06:27:11,"Hollywood Running",5,"00:27:28",142,"5:30"
"Running",2024-03-12 17:39:00,"Westwood Running",5.01,"00:26:42",141,"5:20"
"Running",2024-03-21 16:20:57,"Hollywood Running",5.03,"00:25:43",152,"5:07"
"Running",2025-05-06 17:42:59,"Hollywood Running",5.03,"00:25:02",141,"4:59"
"Running",2022-04-19 17:35:33,"Hollywood Running",5.29,"00:26:23",148,"5:00"
"Running",2023-10-11 15:37:42,"Hollywood Running",5.02,"00:26:08",133,"5:12"
"Running",2024-03-20 06:14:50,"Westwood Running",4.73,"00:25:39",136,"5:25"
"Running",2024-11-03 06:01:19,"Hollywood Running",24.43,"02:17:15",142,"5:37"
"Running",2025-03-13 06:24:57,"Hollywood Running",4.99,"00:26:08",131,"5:14"
"Running",2021-10-22 17:43:56,"Hollywood Running",5.61,"00:26:47",150,"4:46"
"Running",2024-08-17 09:02:11,"Westwood Running",5.03,"00:19:42",173,"3:55"
"Running",2023-04-22 10:41:36,"Hollywood Running",1.49,"00:06:52.1",152,"4:37"
"Running",2025-01-27 18:06:57,"Westwood Running",5.02,"00:26:42",144,"5:19"
"Running",2020-08-12 06:24:36,"Hollywood Running",4.96,"00:26:06",144,"5:16"
"Running",2021-11-23 05:49:52,"Westwood Running",5.93,"00:30:17",145,"5:06"
"Running",2024-10-06 10:43:28,"Hollywood Running",1,"00:05:24.1",163,"5:23"
"Running",2022-02-18 05:44:46,"Hollywood Running",5.52,"00:28:43",158,"5:12"
"Running",2020-07-01 17:21:28,"Hollywood Running",5.04,"00:23:52",171,"4:44"
"Running",2024-09-05 06:07:55,"Westwood Running",5,"00:26:50",127,"5:22"
"Running",2025-11-26 06:35:57,"Westwood Running",5.02,"00:28:10",132,"5:37"
"Running",2021-12-01 17:24:43,"Westwood Running",5.57,"00:26:49",164,"4:49"
"Running",2023-03-24 17:20:06,"Westwood Running",5,"00:25:22",141,"5:04"
"Running",2022-10-26 18:22:13,"Hollywood Running",5.02,"00:24:01",160,"4:47"
"Running",2023-12-20 06:14:15,"Westwood Running",5.59,"00:30:55",137,"5:31"
"Running",2024-03-20 17:09:49,"Westwood Running",5.01,"00:23:00",167,"4:35"
"Running",2024-11-12 07:58:34,"Hollywood Running",5.92,"00:30:41",137,"5:11"
"Running",2023-06-27 17:20:43,"Westwood Running",1.67,"00:08:39.1",132,"5:11"
"Running",2024-08-16 17:12:12,"Hollywood Running",5.02,"00:25:22",148,"5:03"
"Running",2022-07-26 17:31:36,"Hollywood Running",4.29,"00:22:08",154,"5:10"
"Running",2020-03-08 07:33:26,"Westwood Running",10.58,"00:55:59",159,"5:17"
"Running",2023-12-29 06:56:22,"Hollywood Running",8.01,"00:45:49",145,"5:43"
"Running",2024-04-05 17:15:17,"Westwood Running",5.04,"00:24:48",145,"4:55"
"Running",2022-10-14 05:51:41,"Westwood Running",4.94,"00:25:06",153,"5:05"
"Running",2023-11-21 17:26:17,"Westwood Running",1.62,"00:08:00.1",158,"4:56"
"Running",2025-09-16 16:52:14,"Westwood Running",11.99,"01:02:33",158,"5:13"
"Running",2025-09-07 09:05:07,"Westwood Running",21.09,"01:33:51",172,"4:27"
"Running",2024-11-27 06:26:09,"Hollywood Running",5,"00:27:28",141,"5:30"
"Running",2022-09-23 17:26:53,"Westwood Running",4.39,"00:21:39",162,"4:56"
"Running",2023-04-17 15:51:23,"Hollywood Running",5.59,"00:24:53",160,"4:27"
"Running",2023-04-23 06:28:36,"Westwood Running",23.59,"02:04:55",136,"5:18"
"Running",2024-01-16 17:18:20,"Hollywood Running",1.59,"00:08:00.1",154,"5:03"
"Running",2023-09-25 06:11:45,"Hollywood Running",4.51,"00:25:39",142,"5:41"
"Running",2023-08-26 09:02:03,"Hollywood Running",4.88,"00:20:57",168,"4:18"
"Running",2025-11-23 07:09:37,"Hollywood Running",21.11,"02:06:18",135,"5:59"
"Running",2022-03-23 06:05:53,"Hollywood Running",9.38,"00:48:52",156,"5:13"
"Running",2022-11-20 06:20:57,"Hollywood Running",22.51,"02:03:47",148,"5:30"
"Running",2021-09-03 06:12:13,"Hollywood Running",4.53,"00:23:14",160,"5:08"
"Running",2021-04-16 06:08:08,"Westwood Running",9.43,"00:48:05",165,"5:06"
"Running",2020-08-03 14:18:05,"Hollywood Running",12.14,"01:10:07",160,"5:47"
"Running",2023-04-20 15:07:45,"Westwood Running",5.6,"00:26:29",155,"4:44"
"Running",2022-02-22 17:35:06,"Westwood Running",5.55,"00:26:14",166,"4:43"
"Running",2024-03-05 06:25:26,"Hollywood Running",6.92,"00:37:17",98,"5:23"
"Running",2023-09-02 09:03:21,"Westwood Running",5,"00:19:58",179,"3:59"
"Running",2021-11-23 13:44:12,"Hollywood Running",5.68,"00:28:38",160,"5:03"
"Running",2021-11-16 05:52:45,"Hollywood Running",5.69,"00:28:45",151,"5:03"
"Running",2024-06-11 17:57:32,"Westwood Running",3.53,"00:21:34",122,"6:06"
"Running",2021-02-26 17:34:44,"Westwood Running",5.02,"00:23:28",160,"4:41"
"Running",2025-06-22 06:42:31,"Westwood Running",24.14,"02:27:09",146,"6:06"
"Running",2025-09-14 12:00:51,"Hollywood Running",10.08,"00:41:48",178,"4:09"
"Running",2024-10-10 06:30:52,"Hollywood Running",5.67,"00:30:05",144,"5:19"
"Running",2024-05-28 06:16:03,"Hollywood Running",4.69,"00:27:12",136,"5:48"
"Running",2024-03-11 17:14:06,"Westwood Running",5.01,"00:26:00",132,"5:11"
"Running",2023-12-20 16:02:02,"Westwood Running",4.96,"00:26:24",152,"5:19"
"Running",2023-03-28 17:36:05,"Hollywood Running",4.97,"00:25:04",145,"5:03"
"Running",2022-11-02 06:04:00,"Hollywood Running",5.01,"00:25:45",150,"5:09"
"Running",2020-08-11 08:06:13,"Westwood Running",4.04,"00:19:50",155,"4:55"
"Running",2025-11-08 09:25:30,"Westwood Running",3.53,"00:18:26",139,"5:14"
"Running",2022-02-27 06:20:48,"Hollywood Running",21.13,"01:49:08",140,"5:10"
"Running",2021-02-07 08:26:52,"Westwood Running",10.7,"00:53:48",155,"5:02"
"Running",2023-10-22 06:20:45,"Hollywood Running",22.18,"02:02:43",135,"5:32"
"Running",2024-08-29 06:31:43,"Hollywood Running",9.68,"00:53:10",141,"5:30"
"Running",2025-12-23 07:02:00,"Hollywood Running",5.02,"00:28:24",146,"5:39"
"Running",2025-04-07 17:42:12,"Hollywood Running",6.14,"00:31:18",138,"5:06"
"Running",2021-03-06 08:07:25,"Hollywood Running",4.67,"00:23:38",157,"5:04"
"Running",2025-01-14 06:15:48,"Hollywood Running",5.03,"00:27:24",135,"5:27"
"Running",2023-09-06 09:02:04,"Hollywood Running",4.98,"00:25:42",149,"5:10"
"Running",2021-06-30 06:11:04,"Hollywood Running",4.55,"00:21:06",171,"4:38"
"Running",2025-03-14 06:30:02,"Westwood Running",8.1,"00:41:18",130,"5:06"
"Running",2023-03-07 08:38:30,"Westwood Running",6.1,"00:33:46",156,"5:32"
"Running",2025-09-10 17:15:09,"Westwood Running",5.09,"00:27:46",142,"5:27"
"Running",2025-09-18 06:45:38,"Hollywood Running",11.55,"00:58:17",153,"5:03"
"Running",2021-08-29 06:57:54,"Westwood Running",22.75,"01:57:36",155,"5:10"
"Running",2022-12-21 17:39:06,"Hollywood Running",5.05,"00:24:51",158,"4:55"
"Running",2023-04-22 12:39:30,"Westwood Running",1.5,"00:06:44.2",168,"4:29"
"Running",2022-07-28 06:06:00,"Hollywood Running",21.11,"01:56:09",136,"5:30"
"Running",2021-11-17 06:15:16,"Hollywood Running",4.84,"00:24:25",140,"5:03"
"Running",2023-03-20 05:51:37,"Westwood Running",5.01,"00:26:41",155,"5:20"
"Running",2024-12-11 17:31:19,"Westwood Running",5.03,"00:25:56",141,"5:10"
"Running",2020-04-21 06:40:44,"Hollywood Running",8.95,"00:46:20",163,"5:10"
"Running",2023-02-28 08:33:19,"Hollywood Running",4.95,"00:25:57",151,"5:14"
"Running",2023-07-30 06:23:36,"Westwood Running",25.91,"02:23:09",131,"5:31"
"Running",2024-10-15 17:35:31,"Hollywood Running",7.28,"00:34:11",167,"4:42"
"Running",2022-05-04 18:15:01,"Hollywood Running",2.08,"00:09:59.3",138,"4:49"
"Running",2024-02-19 17:45:41,"Westwood Running",5.59,"00:28:09",146,"5:02"
"Running",2023-02-11 05:50:32,"Westwood Running",24.02,"02:13:37",137,"5:34"
"Running",2025-03-06 14:51:35,"Westwood Running",10.96,"00:52:57",158,"4:50"
"Running",2025-10-01 16:57:06,"Hollywood Running",1.72,"00:08:34.1",144,"4:59"
"Running",2023-11-10 06:10:11,"Hollywood Running",5.62,"00:29:20",144,"5:13"
"Running",2024-11-18 16:37:38,"Westwood Running",4.99,"00:26:58",142,"5:24"
"Running",2021-07-27 06:11:18,"Westwood Running",4.55,"00:23:47",147,"5:14"
"Running",2025-02-14 16:27:34,"Westwood Running",7.29,"00:33:25",149,"4:35"
"Running",2025-11-18 06:49:47,"Westwood Running",12.19,"01:05:59",140,"5:25"
"Running",2024-11-19 06:25:23,"Hollywood Running",3.47,"00:21:12",136,"6:06"
"Running",2021-10-19 08:41:39,"Westwood Running",6.19,"00:33:38",144,"5:26"
"Running",2023-09-20 06:29:04,"Hollywood Running",4.19,"00:23:10",138,"5:32"
"Running",2023-09-08 06:18:15,"Westwood Running",4.27,"00:23:43",131,"5:34"
"Running",2023-12-06 16:43:35,"Westwood Running",5,"00:25:11",160,"5:02"
"Running",2023-11-23 18:05:52,"Westwood Running",5.6,"00:29:03",147,"5:11"
"Running",2024-01-18 16:34:17,"Hollywood Running",4.98,"00:24:29",154,"4:55"
"Running",2023-09-05 06:15:28,"Hollywood Running",4.61,"00:24:17",147,"5:16"
"Running",2023-08-13 06:05:31,"Hollywood Running",26.01,"02:23:11",132,"5:30"
"Running",2024-12-01 07:30:35,"Westwood Running",22.03,"02:02:14",138,"5:33"
"Running",2024-01-11 16:13:16,"Hollywood Running",5.53,"00:29:26",157,"5:19"
"Running",2020-10-19 06:25:00,"Westwood Running",7.45,"00:37:53",162,"5:05"
"Running",2021-01-11 17:24:32,"Westwood Running",4.88,"00:23:26",160,"4:48"
"Running",2023-08-09 06:20:10,"Hollywood Running",4.39,"00:24:33",131,"5:36"
"Running",2021-12-15 06:19:20,"Hollywood Running",4.99,"00:25:18",141,"5:04"
"Running",2025-01-07 06:27:09,"Westwood Running",5.01,"00:27:05",142,"5:24"
"Running",2022-02-08 18:20:18,"Hollywood Running",5.09,"00:25:39",157,"5:02"
"Running",2025-07-20 06:44:43,"Westwood Running",8.81,"00:46:10",151,"5:14"
"Running",2025-03-13 17:58:57,"Westwood Running",5,"00:24:24",159,"4:53"
"Running",2024-01-26 17:20:02,"Hollywood Running",5.07,"00:25:03",146,"4:56"
"Running",2025-07-06 06:30:54,"Hollywood Running",25.09,"02:26:43",134,"5:51"
"Running",2025-09-12 06:41:02,"Westwood Running",5.04,"00:26:15",124,"5:13"
"Running",2023-06-13 08:41:33,"Westwood Running",6.07,"00:32:35",141,"5:22"
"Running",2025-11-03 17:06:05,"Hollywood Running",5.01,"00:26:42",143,"5:20"
"Running",2020-09-27 07:25:25,"Westwood Running",8.94,"00:46:20",148,"5:11"
"Running",2021-05-19 16:32:24,"Westwood Running",5.54,"00:26:28",164,"4:47"
"Running",2021-04-14 06:11:05,"Hollywood Running",4.37,"00:21:03",160,"4:49"
"Running",2025-04-09 17:58:46,"Westwood Running",9.32,"00:43:18",152,"4:39"
